exp	sn	cond	sess	trial	trial_type	dispSize	minProbeTime	respOrder	fixedOrWord	probeBlankTime	screenAdvanceTime	title	typeOfScen	Item1	Is_are1	Verb1	Item2	Is_are2	Verb2	questionKey	keybResp	keyDef	keybRT	moral_acceptabilityResp	moral_acceptabilityRT	moral_inacceptabilityResp	moral_inacceptabilityRT	rtBeep	rtDeadline	hide_question
expDeathMethod3	10	torture	1	8	1	680	0	k	W	150	0	unidentified	personal	a police officer	is	kill	an elderly person	is	kill	X>Y	k	No	13119	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	9	1	680	0	k	W	150	0	strangle	personal	a congressman	is	kill	an adult	is	kill	X>Y	d	Yes	13357	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	10	1	680	0	k	W	150	0	strangle	impersonal	a congressman	is	kill	an addict	is	kill	X>Y	d	Yes	13262	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	11	1	680	0	k	W	150	0	strangle	impersonal	a congressman	is	kill	a soldier	is	kill	X>Y	k	No	13166	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	12	1	680	0	k	W	150	0	strangle	personal	a soldier	is	kill	a mentor	is	kill	X>Y	d	Yes	18121	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	13	1	680	0	k	W	150	0	strangle	impersonal	a rapist	is	kill	a thief	is	kill	X>Y	k	No	12602	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	14	1	680	0	k	W	150	0	strangle	personal	a rapist	is	kill	a congressman	is	kill	X>Y	k	No	11402	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	15	1	680	0	k	W	150	0	strangle	personal	an adult	is	kill	a congressman	is	kill	X>Y	d	Yes	13102	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	16	1	680	0	k	W	150	0	unidentified	impersonal	a judge	is	kill	a rapist	is	kill	X>Y	d	Yes	13317	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	17	1	680	0	k	W	150	0	unidentified	personal	a terrorist	is	kill	a thief	is	kill	X>Y	k	No	17763	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	18	1	680	0	k	W	150	0	strangle	personal	an adult	is	kill	an addict	is	kill	X>Y	d	Yes	9279	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	19	1	680	0	k	W	150	0	strangle	impersonal	a rapist	is	kill	a convict	is	kill	X>Y	k	No	16737	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	20	1	680	0	k	W	150	0	unidentified	impersonal	an elderly person	is	kill	a nun	is	kill	X>Y	k	No	19309	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	21	1	680	0	k	W	150	0	unidentified	personal	an assassin	is	kill	a pedophile	is	kill	X>Y	k	No	16810	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	22	1	680	0	k	W	150	0	strangle	impersonal	an addict	is	kill	a nun	is	kill	X>Y	k	No	13125	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	23	1	680	0	k	W	150	0	unidentified	personal	a police officer	is	kill	a convict	is	kill	X>Y	k	No	13944	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	24	1	680	0	k	W	150	0	unidentified	impersonal	a nun	is	kill	a pedophile	is	kill	X>Y	d	Yes	11319	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	25	1	680	0	k	W	150	0	unidentified	impersonal	a celebrity	is	kill	a congressman	is	kill	X>Y	k	No	12223	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	26	1	680	0	k	W	150	0	unidentified	personal	an Olympian	is	kill	a terrorist	is	kill	X>Y	k	No	11537	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	27	1	680	0	k	W	150	0	unidentified	impersonal	a billionaire	is	kill	an assassin	is	kill	X>Y	d	Yes	14552	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	28	1	680	0	k	W	150	0	strangle	impersonal	a gang member	is	kill	a college student	is	kill	X>Y	k	No	12276	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	29	1	680	0	k	W	150	0	unidentified	personal	a nun	is	kill	an elderly person	is	kill	X>Y	k	No	10153	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	30	1	680	0	k	W	150	0	unidentified	impersonal	a rapist	is	kill	a mentor	is	kill	X>Y	k	No	9595	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	31	1	680	0	k	W	150	0	strangle	personal	a mentor	is	kill	a congressman	is	kill	X>Y	d	Yes	12345	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	32	1	680	0	k	W	150	0	strangle	personal	a billionaire	is	kill	a congressman	is	kill	X>Y	d	Yes	14548	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	33	1	680	0	k	W	150	0	strangle	personal	a gang member	is	kill	an orphan	is	kill	X>Y	k	No	12042	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	34	1	680	0	k	W	150	0	strangle	impersonal	a thief	is	kill	a college student	is	kill	X>Y	k	No	8082	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	35	1	680	0	k	W	150	0	unidentified	personal	an orphan	is	kill	a billionaire	is	kill	X>Y	k	No	6876	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	36	1	680	0	k	W	150	0	unidentified	personal	a judge	is	kill	a rapist	is	kill	X>Y	d	Yes	8318	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	37	1	680	0	k	W	150	0	strangle	impersonal	a judge	is	kill	a college student	is	kill	X>Y	d	Yes	9657	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	38	1	680	0	k	W	150	0	strangle	personal	a college student	is	kill	a rapist	is	kill	X>Y	d	Yes	7181	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	39	1	680	0	k	W	150	0	unidentified	impersonal	a soldier	is	kill	a convict	is	kill	X>Y	d	Yes	7496	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	40	1	680	0	k	W	150	0	unidentified	impersonal	a judge	is	kill	a soldier	is	kill	X>Y	k	No	7256	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	41	1	680	0	k	W	150	0	unidentified	personal	an elderly person	is	kill	a billionaire	is	kill	X>Y	k	No	6059	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	42	1	680	0	k	W	150	0	unidentified	impersonal	an orphan	is	kill	a thief	is	kill	X>Y	d	Yes	7454	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	43	1	680	0	k	W	150	0	strangle	personal	an astronaut	is	kill	a thief	is	kill	X>Y	d	Yes	8203	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	44	1	680	0	k	W	150	0	strangle	personal	a rapist	is	kill	a convict	is	kill	X>Y	k	No	10325	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	45	1	680	0	k	W	150	0	strangle	impersonal	an elderly person	is	kill	a college student	is	kill	X>Y	d	Yes	13698	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	46	1	680	0	k	W	150	0	strangle	impersonal	an elderly person	is	kill	a rapist	is	kill	X>Y	d	Yes	4809	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	47	1	680	0	k	W	150	0	unidentified	impersonal	an elderly person	is	kill	a billionaire	is	kill	X>Y	k	No	11918	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	48	1	680	0	k	W	150	0	unidentified	impersonal	an elderly person	is	kill	an assassin	is	kill	X>Y	d	Yes	5247	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	49	1	680	0	k	W	150	0	strangle	personal	a gang member	is	kill	an elderly person	is	kill	X>Y	k	No	4842	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	50	1	680	0	k	W	150	0	unidentified	personal	an elderly person	is	kill	a soldier	is	kill	X>Y	k	No	7658	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	51	1	680	0	k	W	150	0	unidentified	impersonal	a congressman	is	kill	an Olympian	is	kill	X>Y	k	No	18707	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	52	1	680	0	k	W	150	0	strangle	personal	a gang member	is	kill	a mentor	is	kill	X>Y	k	No	5553	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	53	1	680	0	k	W	150	0	unidentified	impersonal	a nun	is	kill	a police officer	is	kill	X>Y	d	Yes	11289	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	54	1	680	0	k	W	150	0	unidentified	personal	a rapist	is	kill	a thief	is	kill	X>Y	k	No	6398	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	55	1	680	0	k	W	150	0	strangle	personal	a celebrity	is	kill	a billionaire	is	kill	X>Y	d	Yes	7528	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	56	1	680	0	k	W	150	0	strangle	impersonal	a thief	is	kill	a billionaire	is	kill	X>Y	k	No	11516	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	57	1	680	0	k	W	150	0	unidentified	impersonal	a thief	is	kill	an assassin	is	kill	X>Y	d	Yes	6875	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	58	1	680	0	k	W	150	0	unidentified	personal	an addict	is	kill	a celebrity	is	kill	X>Y	k	No	6678	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	59	1	680	0	k	W	150	0	unidentified	impersonal	an orphan	is	kill	a thief	is	kill	X>Y	d	Yes	8569	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	60	1	680	0	k	W	150	0	strangle	impersonal	a college student	is	kill	a rapist	is	kill	X>Y	d	Yes	6145	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	61	1	680	0	k	W	150	0	strangle	personal	a soldier	is	kill	a congressman	is	kill	X>Y	d	Yes	4748	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	62	1	680	0	k	W	150	0	unidentified	impersonal	a homeless adult	is	kill	a terrorist	is	kill	X>Y	d	Yes	9868	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	63	1	680	0	k	W	150	0	strangle	impersonal	a mentor	is	kill	a police officer	is	kill	X>Y	d	Yes	7726	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	64	1	680	0	k	W	150	0	strangle	impersonal	a homeless adult	is	kill	a gang member	is	kill	X>Y	d	Yes	5905	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	65	1	680	0	k	W	150	0	strangle	personal	a celebrity	is	kill	a thief	is	kill	X>Y	d	Yes	4929	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	66	1	680	0	k	W	150	0	strangle	personal	an Olympian	is	kill	an adult	is	kill	X>Y	d	Yes	7662	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	67	1	680	0	k	W	150	0	strangle	impersonal	a thief	is	kill	an Olympian	is	kill	X>Y	k	No	7269	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	68	1	680	0	k	W	150	0	strangle	personal	a mentor	is	kill	a terrorist	is	kill	X>Y	d	Yes	5136	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	69	1	680	0	k	W	150	0	strangle	personal	a convict	is	kill	a mentor	is	kill	X>Y	k	No	4918	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	70	1	680	0	k	W	150	0	strangle	impersonal	a convict	is	kill	an Olympian	is	kill	X>Y	k	No	6060	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	71	1	680	0	k	W	150	0	strangle	impersonal	an addict	is	kill	a college student	is	kill	X>Y	k	No	7657	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	72	1	680	0	k	W	150	0	strangle	personal	an astronaut	is	kill	a college student	is	kill	X>Y	d	Yes	6920	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	73	1	680	0	k	W	150	0	unidentified	personal	an elderly person	is	kill	an Olympian	is	kill	X>Y	k	No	4882	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	74	1	680	0	k	W	150	0	unidentified	impersonal	a billionaire	is	kill	a homeless adult	is	kill	X>Y	k	No	8772	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	75	1	680	0	k	W	150	0	unidentified	personal	a celebrity	is	kill	a police officer	is	kill	X>Y	k	No	7402	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	76	1	680	0	k	W	150	0	unidentified	impersonal	a thief	is	kill	a congressman	is	kill	X>Y	k	No	5398	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	77	1	680	0	k	W	150	0	unidentified	personal	an orphan	is	kill	a college student	is	kill	X>Y	k	No	8388	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	78	1	680	0	k	W	150	0	strangle	personal	an elderly person	is	kill	an Olympian	is	kill	X>Y	d	Yes	7365	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	79	1	680	0	k	W	150	0	unidentified	personal	an adult	is	kill	a pedophile	is	kill	X>Y	k	No	4781	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	80	1	680	0	k	W	150	0	unidentified	personal	a celebrity	is	kill	a terrorist	is	kill	X>Y	d	Yes	7846	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	81	1	680	0	k	W	150	0	strangle	impersonal	a soldier	is	kill	an astronaut	is	kill	X>Y	d	Yes	4531	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	82	1	680	0	k	W	150	0	unidentified	personal	a rapist	is	kill	an adult	is	kill	X>Y	k	No	6034	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	83	1	680	0	k	W	150	0	strangle	personal	an assassin	is	kill	a billionaire	is	kill	X>Y	k	No	4290	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	84	1	680	0	k	W	150	0	unidentified	personal	a judge	is	kill	an astronaut	is	kill	X>Y	k	No	9447	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	85	1	680	0	k	W	150	0	unidentified	personal	a celebrity	is	kill	an adult	is	kill	X>Y	k	No	3082	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	86	1	680	0	k	W	150	0	strangle	personal	a thief	is	kill	a celebrity	is	kill	X>Y	k	No	6153	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	87	1	680	0	k	W	150	0	strangle	personal	a convict	is	kill	a billionaire	is	kill	X>Y	k	No	9494	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	88	1	680	0	k	W	150	0	unidentified	impersonal	an adult	is	kill	a soldier	is	kill	X>Y	k	No	6289	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	89	1	680	0	k	W	150	0	unidentified	impersonal	a homeless adult	is	kill	a celebrity	is	kill	X>Y	k	No	8586	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	90	1	680	0	k	W	150	0	unidentified	personal	an orphan	is	kill	a judge	is	kill	X>Y	k	No	3657	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	91	1	680	0	k	W	150	0	strangle	impersonal	an Olympian	is	kill	a terrorist	is	kill	X>Y	d	Yes	9297	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	92	1	680	0	k	W	150	0	unidentified	personal	a billionaire	is	kill	a rapist	is	kill	X>Y	d	Yes	4187	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	93	1	680	0	k	W	150	0	unidentified	personal	a congressman	is	kill	a college student	is	kill	X>Y	k	No	4124	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	94	1	680	0	k	W	150	0	unidentified	impersonal	a thief	is	kill	a terrorist	is	kill	X>Y	d	Yes	6910	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	95	1	680	0	k	W	150	0	strangle	impersonal	an addict	is	kill	an astronaut	is	kill	X>Y	k	No	10616	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	96	1	680	0	k	W	150	0	unidentified	personal	a homeless adult	is	kill	a thief	is	kill	X>Y	k	No	5080	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	97	1	680	0	k	W	150	0	strangle	impersonal	a judge	is	kill	an adult	is	kill	X>Y	d	Yes	6628	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	98	1	680	0	k	W	150	0	strangle	impersonal	a pedophile	is	kill	a gang member	is	kill	X>Y	k	No	9538	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	99	1	680	0	k	W	150	0	strangle	impersonal	a soldier	is	kill	a gang member	is	kill	X>Y	d	Yes	4091	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	100	1	680	0	k	W	150	0	strangle	personal	an Olympian	is	kill	a pedophile	is	kill	X>Y	d	Yes	5875	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	101	1	680	0	k	W	150	0	unidentified	impersonal	an addict	is	kill	a billionaire	is	kill	X>Y	k	No	3348	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	102	1	680	0	k	W	150	0	unidentified	personal	a congressman	is	kill	an assassin	is	kill	X>Y	d	Yes	3570	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	103	1	680	0	k	W	150	0	strangle	personal	a nun	is	kill	an adult	is	kill	X>Y	d	Yes	3911	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	104	1	680	0	k	W	150	0	strangle	personal	a rapist	is	kill	a gang member	is	kill	X>Y	k	No	4152	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	105	1	680	0	k	W	150	0	unidentified	impersonal	a nun	is	kill	a convict	is	kill	X>Y	d	Yes	6432	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	106	1	680	0	k	W	150	0	unidentified	impersonal	an addict	is	kill	an assassin	is	kill	X>Y	d	Yes	11792	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	107	1	680	0	k	W	150	0	strangle	impersonal	an addict	is	kill	an adult	is	kill	X>Y	k	No	5323	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	108	1	680	0	k	W	150	0	unidentified	personal	an astronaut	is	kill	a billionaire	is	kill	X>Y	k	No	4423	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	109	1	680	0	k	W	150	0	strangle	personal	a celebrity	is	kill	an astronaut	is	kill	X>Y	d	Yes	4411	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	110	1	680	0	k	W	150	0	strangle	personal	a homeless adult	is	kill	a pedophile	is	kill	X>Y	d	Yes	6095	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	111	1	680	0	k	W	150	0	unidentified	impersonal	a terrorist	is	kill	an astronaut	is	kill	X>Y	k	No	9798	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	112	1	680	0	k	W	150	0	unidentified	personal	an addict	is	kill	a congressman	is	kill	X>Y	k	No	3699	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	113	1	680	0	k	W	150	0	unidentified	impersonal	a police officer	is	kill	a terrorist	is	kill	X>Y	d	Yes	4028	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	114	1	680	0	k	W	150	0	strangle	impersonal	a police officer	is	kill	an adult	is	kill	X>Y	d	Yes	4680	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	115	1	680	0	k	W	150	0	unidentified	personal	an assassin	is	kill	a homeless adult	is	kill	X>Y	k	No	4078	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	116	1	680	0	k	W	150	0	unidentified	impersonal	an Olympian	is	kill	a mentor	is	kill	X>Y	k	No	4364	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	117	1	680	0	k	W	150	0	strangle	impersonal	a terrorist	is	kill	an assassin	is	kill	X>Y	k	No	7638	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	118	1	680	0	k	W	150	0	strangle	impersonal	an astronaut	is	kill	an orphan	is	kill	X>Y	k	No	7916	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	119	1	680	0	k	W	150	0	unidentified	personal	a mentor	is	kill	a billionaire	is	kill	X>Y	k	No	3502	0	0	0	0	N/A	-1	visible
expDeathMethod3	10	torture	1	120	1	680	0	k	W	150	0	strangle	personal	a congressman	is	kill	a mentor	is	kill	X>Y	d	Yes	4135	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	0	0	680	0	k	W	300	0	unidentified	impersonal	an Olympian	is	kill	a homeless adult	is	kill	X>Y	d	No	38372	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	1	0	680	0	k	W	300	0	strangle	personal	a college student	is	kill	an Olympian	is	kill	X>Y	d	No	17350	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	2	0	680	0	k	W	300	0	unidentified	personal	an Olympian	is	kill	a convict	is	kill	X>Y	k	Yes	4830	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	3	0	680	0	k	W	300	0	strangle	personal	a convict	is	kill	a homeless adult	is	kill	X>Y	d	No	14922	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	4	0	680	0	k	W	300	0	unidentified	personal	a convict	is	kill	a billionaire	is	kill	X>Y	d	No	14485	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	5	0	680	0	k	W	300	0	strangle	impersonal	a college student	is	kill	a terrorist	is	kill	X>Y	k	Yes	19831	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	6	0	680	0	k	W	300	0	unidentified	impersonal	a judge	is	kill	a police officer	is	kill	X>Y	k	Yes	21283	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	7	0	680	0	k	W	300	0	strangle	impersonal	a congressman	is	kill	an orphan	is	kill	X>Y	k	Yes	8107	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	0	1	680	0	k	W	150	0	strangle	impersonal	a gang member	is	kill	a thief	is	kill	X>Y	d	No	19440	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	1	1	680	0	k	W	150	0	unidentified	personal	an assassin	is	kill	an orphan	is	kill	X>Y	k	Yes	6762	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	2	1	680	0	k	W	150	0	unidentified	personal	a pedophile	is	kill	an orphan	is	kill	X>Y	d	No	6080	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	3	1	680	0	k	W	150	0	unidentified	personal	an Olympian	is	kill	a nun	is	kill	X>Y	k	Yes	7026	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	4	1	680	0	k	W	150	0	unidentified	personal	an adult	is	kill	a gang member	is	kill	X>Y	k	Yes	10311	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	5	1	680	0	k	W	150	0	unidentified	impersonal	an astronaut	is	kill	a celebrity	is	kill	X>Y	k	Yes	5659	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	6	1	680	0	k	W	150	0	strangle	impersonal	a gang member	is	kill	a pedophile	is	kill	X>Y	k	Yes	6050	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	7	1	680	0	k	W	150	0	unidentified	impersonal	an Olympian	is	kill	an astronaut	is	kill	X>Y	d	No	5440	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	8	1	680	0	k	W	150	0	unidentified	impersonal	a convict	is	kill	a terrorist	is	kill	X>Y	k	Yes	4006	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	9	1	680	0	k	W	150	0	unidentified	personal	a pedophile	is	kill	an elderly person	is	kill	X>Y	d	No	5983	0	0	0	0	N/A	-1	visible
expDeathMethod3	11	torture	1	10	1	680	0	k	W	150	0	unidentified	personal	a pedophile	is	kill	a rapist	is	kill	X>Y	k	Yes	5751	0	0	0	0	N/A	-1	visible
