IA1	IB1	averageP	sdp	overlap	direction
a celebrity	a terrorist	0.899215596330275	0.0264266960166984	0.20156880733945	1
an assassin	a police officer	0.073488188976378	0.0224909923617257	0.146976377952756	-1
a congressman	a soldier	0.230406542056075	0.0397677487966953	0.46081308411215	-1
a nun	a college student	0.394839130434783	0.0445670417658607	0.789678260869565	-1
an olympian	a nun	0.512209821428571	0.0452590409830766	0.975580357142857	1
a billionaire	an orphan	0.364518518518519	0.0453373377965481	0.729037037037037	-1
an addict	a billionaire	0.307210280373832	0.0430713152556748	0.614420560747663	-1
a pedophile	a police officer	0.0179007936507936	0.0117212063398475	0.0358015873015873	-1
an elderly person	a homeless adult	0.626970779220779	0.0221460065998543	0.746058441558441	1
an orphan	a homeless adult	0.683578512396694	0.0418836377403195	0.632842975206612	1
a rapist	an adult	0.0275799614643545	0.00706497459018712	0.0551599229287091	-1
a rapist	a college student	0.0190889830508475	0.0118794054974102	0.0381779661016949	-1
an addict	an adult	0.23167578125	0.0185130517048168	0.4633515625	-1
a nun	an assassin	0.909179166666667	0.0251710417297026	0.181641666666667	1
a rapist	an astronaut	0.0205284552845528	0.0114251504895455	0.0410569105691057	-1
a homeless adult	a college student	0.385945833333333	0.0420155296505369	0.771891666666667	-1
an assassin	a soldier	0.0365466101694915	0.0160574412698022	0.073093220338983	-1
a pedophile	a homeless adult	0.021524	0.012125363848085	0.043048	-1
an elderly person	a police officer	0.512476241900648	0.0230147142342473	0.975047516198704	1
a congressman	an assassin	0.804603603603604	0.0353173229195253	0.390792792792793	1
a judge	a congressman	0.605087962962963	0.0461190204605314	0.789824074074074	1
a billionaire	a mentor	0.427509090909091	0.0464873331836394	0.855018181818182	-1
an addict	a rapist	0.849046218487395	0.0305061651176638	0.30190756302521	1
an addict	an elderly person	0.19832229580574	0.0185569123975919	0.396644591611479	-1
a thief	a rapist	0.687173553719008	0.0368607910209597	0.625652892561984	1
a congressman	a police officer	0.317495689655172	0.0426180600107595	0.634991379310345	-1
a gang member	a mentor	0.104876068376068	0.0274149454280561	0.209752136752137	-1
an astronaut	a thief	0.906733050847458	0.0259515787639947	0.186533898305085	1
