overlapRound	Item1	Item2	sn	cond	sess	trial	trial_type	title	typeOfScen	keybResp	keyDef	keybRT	rtBeep	rtDeadline	averageP	sdP	overlap	direct.xVy	correct	targetPresent	dirOverlap	correct01	res.RT	fit.RT	overlapRoundSN
0.55	a nun	a soldier	79	random	1	187	1	strangle	impersonal	d	No	7.27378631784489	N/A	-1	0.287650406504065	0.0412569309404372	0.57530081300813	-1	1	FALSE	-0.42469918699187	1	-0.524548876072258	7.79833519391715	0.55
0.55	an addict	a police officer	79	random	1	110	1	unidentified	impersonal	d	No	8.29579811063615	N/A	-1	0.734712	0.0395668876030778	0.530576	-1	1	FALSE	-0.469424	1	0.327632761129748	7.9681653495064	0.55
0.55	a celebrity	a gang member	79	random	1	127	1	strangle	impersonal	k	Yes	8.80627428478173	N/A	-1	0.744261261261261	0.0398569023490935	0.511477477477478	1	1	TRUE	0.488522522522522	1	0.875919257638957	7.93035502714277	0.55
0.55	an olympian	an addict	79	random	1	159	1	unidentified	impersonal	d	No	7.97453284413023	N/A	-1	0.263972972972973	0.040312090485972	0.527945945945946	1	0	TRUE	0.472054054054054	0	0.114864146252984	7.85966869787724	0.55
0.55	a celebrity	an orphan	79	random	1	81	1	unidentified	personal	d	No	7.6425241342329	N/A	-1	0.296142857142857	0.0426057980742028	0.592285714285714	-1	1	FALSE	-0.407714285714286	1	-0.390557703689595	8.0330818379225	0.55
0.55	a soldier	a homeless adult	79	random	1	60	1	strangle	impersonal	k	Yes	8.38045666784277	N/A	-1	0.2772578125	0.0409014693302939	0.554515625	1	1	TRUE	0.445484375	1	0.300036432183722	8.08042023565904	0.55
0.55	an addict	an olympian	79	random	1	62	1	unidentified	impersonal	d	No	8.63657494843632	N/A	-1	0.263972972972973	0.040312090485972	0.527945945945946	-1	1	FALSE	-0.472054054054054	1	0.560675124599177	8.07589982383714	0.55
0.55	a mentor	an addict	79	random	1	154	1	strangle	personal	d	No	8.28953948462414	N/A	-1	0.74653781512605	0.0407361600189282	0.506924369747899	1	0	TRUE	0.493075630252101	0	0.418867723089464	7.87067176153468	0.55
0.55	a soldier	a celebrity	79	random	1	39	1	strangle	impersonal	k	Yes	8.37401542173991	N/A	-1	0.270929203539823	0.0404238262219043	0.541858407079646	1	1	TRUE	0.458141592920354	1	0.245977826428396	8.12803759531151	0.55
0.55	an addict	a police officer	79	random	1	149	1	strangle	personal	d	No	7.60140233458373	N/A	-1	0.734712	0.0395668876030778	0.530576	-1	1	FALSE	-0.469424	1	-0.280287894235999	7.88169022881973	0.55
0.65	a billionaire	a soldier	79	random	1	63	1	unidentified	impersonal	d	No	7.49942329059223	N/A	-1	0.33312389380531	0.0441631539761036	0.666247787610619	-1	1	FALSE	-0.333752212389381	1	-0.574217275738936	8.07364056633116	0.65
0.65	a terrorist	a rapist	79	random	1	167	1	unidentified	personal	d	No	8.83389994290864	N/A	-1	0.327384	0.0414411620724361	0.654768	1	0	TRUE	0.345232	0	0.991804161075439	7.8420957818332	0.65
0.65	a nun	an orphan	79	random	1	125	1	strangle	impersonal	d	No	8.22174772834662	N/A	-1	0.31072131147541	0.0423384389985975	0.62144262295082	-1	1	FALSE	-0.37855737704918	1	0.286953756764403	7.93479397158222	0.65
0.65	a pedophile	a rapist	79	random	1	75	1	unidentified	impersonal	k	Yes	8.44160720445964	N/A	-1	0.323461538461538	0.0419052023836566	0.646923076923077	-1	0	FALSE	-0.353076923076923	0	0.39502848006982	8.04657872438982	0.65
0.65	a pedophile	a rapist	79	random	1	44	1	unidentified	impersonal	k	Yes	8.43228868432579	N/A	-1	0.323461538461538	0.0419052023836566	0.646923076923077	-1	0	FALSE	-0.353076923076923	0	0.315613945677711	8.11667473864808	0.65
0.65	a nun	an elderly person	79	random	1	79	1	unidentified	impersonal	d	No	7.99328232810159	N/A	-1	0.321791666666667	0.0436448778377553	0.643583333333333	-1	1	FALSE	-0.356416666666667	1	-0.0442959546627897	8.03757828276438	0.65
0.65	a police officer	a congressman	79	random	1	48	1	strangle	impersonal	k	Yes	8.57357352485234	N/A	-1	0.317361344537815	0.0433028380272686	0.63472268907563	1	1	TRUE	0.36527731092437	1	0.465977633212427	8.10759589163992	0.65
0.65	a mentor	a congressman	79	random	1	191	1	unidentified	personal	d	No	7.87739718635329	N/A	-1	0.309752212389381	0.0433194273991671	0.619504424778761	1	0	TRUE	0.380495575221239	0	0.0877847630809709	7.78961242327232	0.65
0.65	a terrorist	a pedophile	79	random	1	129	1	strangle	personal	d	No	8.12651816878071	N/A	-1	0.304528455284553	0.0402275844667329	0.609056910569106	1	0	TRUE	0.390943089430894	0	0.200599602808412	7.9259185659723	0.65
0.65	an orphan	a homeless adult	79	random	1	155	1	unidentified	impersonal	k	Yes	8.10167774745457	N/A	-1	0.30840157480315	0.041915692975954	0.616803149606299	1	1	TRUE	0.383196850393701	1	0.233207830252068	7.8684699172025	0.65
0.65	a police officer	a congressman	79	random	1	38	1	strangle	impersonal	k	Yes	9.03252863066006	N/A	-1	0.317361344537815	0.0433028380272686	0.63472268907563	1	1	TRUE	0.36527731092437	1	0.902216555850083	8.13031207480997	0.65
0.65	a convict	a terrorist	79	random	1	160	1	unidentified	personal	k	Yes	7.53636393840451	N/A	-1	0.6673125	0.0424776671177487	0.665375	1	1	TRUE	0.334625	1	-0.321105993281038	7.85746993168555	0.65
0.65	a judge	an elderly person	79	random	1	139	1	unidentified	personal	d	No	7.65302041380419	N/A	-1	0.333735042735043	0.0446773279879136	0.667470085470085	-1	1	FALSE	-0.332529914529915	1	-0.250753046755316	7.9037734605595	0.65
0.65	an assassin	a terrorist	79	random	1	80	1	unidentified	personal	k	Yes	8.21554741194707	N/A	-1	0.304105691056911	0.0401970001965495	0.608211382113821	1	1	TRUE	0.391788617886179	1	0.18021766612115	8.03532974582592	0.65
0.65	a homeless adult	an addict	79	random	1	49	1	unidentified	personal	d	No	8.27995071572253	N/A	-1	0.664516129032258	0.041885030889668	0.670967741935484	1	0	TRUE	0.329032258064516	0	0.174622948659829	8.1053277670627	0.65
0.65	an orphan	a homeless adult	79	random	1	194	1	strangle	personal	d	No	7.89989532313973	N/A	-1	0.30840157480315	0.041915692975954	0.616803149606299	1	0	TRUE	0.383196850393701	0	0.11681857435982	7.78307674877991	0.65
0.65	a college student	a celebrity	79	random	1	51	1	strangle	impersonal	k	Yes	8.26693534761046	N/A	-1	0.345309090909091	0.0439224401758251	0.690618181818182	1	1	TRUE	0.309381818181818	1	0.166141926335486	8.10079342127497	0.65
0.65	an orphan	a judge	79	random	1	18	1	strangle	personal	k	Yes	8.00903068506973	N/A	-1	0.323033613445378	0.0420214489238273	0.646067226890756	1	1	TRUE	0.353932773109244	1	-0.16690487571352	8.17593556078325	0.65
0.65	an orphan	a judge	79	random	1	22	1	strangle	personal	k	Yes	7.85243908535751	N/A	-1	0.323033613445378	0.0420214489238273	0.646067226890756	1	1	TRUE	0.353932773109244	1	-0.314351342659544	8.16679042801705	0.65
